cols/부착대관리번호,cols/상태 (공통),cols/부착방식,cols/부착대방향,cols/신호등수량,cols/배면등수량,cols/신호등종류,cols/지주관리번호,cols/신호발광구분,cols/작업구분 (공통),cols/표출구분 (공통),cols/신규정규화ID,cols/부착대관리번호.1,cols/이력ID,cols/X좌표,cols/Y좌표,cols/공사형태 (공통),lng,lat,inputaddr,z,hc,cols/부착대길이,cols/고가 (공통),cols/배면등종류,cols/공사관리번호,cols/설치일,cols/제조회사,cols/교체일
03-0000025267,1,2,302,1,0,7,02-0000086532,1,4,1,,03-025267,88072,208663.99399,558973.03126,,127.0981516067698,37.63032347897418,,,,999,1,,2007-0201-457,,,
03-0000025326,1,3,226,3,1,1,02-0000085616,1,4,1,,03-025326,88073,206521.05315,562797.34623,,127.07390907514213,37.66479759598639,,,,5,1,1,2009-0201-003,,,
03-0000025337,1,3,12,2,1,1,02-0000085731,1,4,1,,03-025337,88074,202124.17076,562312.44732,,127.02407377237789,37.66044944645156,,,,5,1,1,2000-0000-000,,,
03-0000025349,1,3,91,2,0,3,02-0000085919,1,4,1,,03-025349,88075,202460.9327,562453.94168,,127.02789085842869,37.661723443618996,,,,9,1,,2008-0101-018,,,
03-0000019747,1,2,238,1,0,7,02-0000063921,2,1,2,,03-019747,88077,186743.87207,551141.39239,,126.84996745260791,37.55970657025925,,,,999,1,,2004-0101-052,,,
03-0000019765,1,2,0,1,0,7,02-0000101283,1,4,1,,03-019765,88078,183420.47111,550660.1669,,126.81236431653718,37.55531697579012,,,,999,1,,2009-0401-005,,,
03-0000019774,1,3,233,2,0,2,02-0000064006,1,4,1,,03-019774,88079,187478.85831,551477.33155,,126.85828025268745,37.56274363952123,,,,7,1,2,2008-0101-025,,,
03-0000000249,1,2,324,1,0,7,02-0000106455,2,1,2,,03-000249,88923,202585.71008,542977.62474,4,127.02923633400363,37.48624251939368,,,,,1,,2005-1101-025,20180527,,20180527
03-0000000254,1,2,261,1,0,7,02-0000106455,2,1,2,,03-000254,88924,202581.7969,542968.94585,,127.02919205769425,37.486164332830825,,,,,1,,2005-1101-025,,,
03-0000045900,1,2,102,1,0,7,02-0000135054,2,1,2,,03-045900,88925,202590.6396,542966.27305,,127.02929203159314,37.48614022593942,,,,999,1,,2005-1101-025,,,
03-0000044536,1,2,0,1,0,7,02-0000132255,2,1,2,,03-044536,88926,202592.87459,542948.33989,,127.02931723919637,37.48597864044023,,,,999,1,,2005-1101-025,,,
03-0000012684,1,3,338,2,2,2,02-0000173149,2,1,2,,03-012684,88927,202499.11551,542712.34528,,127.02825631881915,37.483852567665515,,,,9,1,2,2007-0201-663,,,
03-0000044337,1,2,188,1,0,7,02-0000096568,2,1,2,,03-044337,88929,202641.30677,542749.88884,,127.02986414269132,37.484190442886494,,,,,1,,2004-1101-152,,,
03-0000009633,1,3,100,3,0,3,02-0000096567,2,4,1,,03-009633,88930,202650.0056,542705.46253,,127.02996233683416,37.48379013317796,,,,11,1,2,2004-1101-152,,,
03-0000034286,1,3,195,2,0,3,02-0000096567,2,4,1,,03-034286,88931,202650.0056,542705.46253,,127.02996233683416,37.48379013317796,,,,9,1,2,2004-1101-152,,,
03-0000044336,1,3,102,3,0,3,02-0000131716,2,2,1,,03-044336,88932,202714.48048,542715.77569,,127.03069136116103,37.4838828685069,,,,11,1,2,2004-1101-152,,,
03-0000044307,1,2,312,1,0,7,02-0000131640,2,1,2,,03-044307,88933,203129.34784,541838.75856,,127.03537834595053,37.47597955344361,,,,999,1,,2008-0201-006,,,
03-0000048361,1,2,288,1,0,7,02-0000143980,2,1,2,,03-048361,88934,202976.86616,542798.94598,,127.03365836904347,37.48463143190352,,,,999,1,,2008-0201-006,,,
03-0000015050,1,2,302,1,0,7,02-0000173150,2,1,2,,03-015050,88935,203026.11371,542800.32686,,127.03421519919485,37.484643713807245,,,,999,1,,2008-0201-006,,,
03-0000042573,1,2,199,1,0,7,02-0000126726,2,1,2,,03-042573,88937,202569.35938,543979.71875,,127.0290549555684,37.495271506412756,,,,999,1,,2008-0201-006,,,
03-0000044412,1,2,239,1,0,7,02-0000132055,2,1,2,,03-044412,88939,203805.68567,541963.29209,,127.04302521753753,37.477099075549376,,,,999,1,,2008-0201-004,,,
03-0000044411,1,2,60,1,0,7,02-0000132054,2,1,2,,03-044411,88940,203802.36252,541947.12759,,127.04298756421721,37.47695344556198,,,,999,1,,2008-0201-004,,,
03-0000045779,1,2,200,1,0,7,02-0000134396,2,1,2,,03-045779,88941,203962.84375,542076.28125,,127.04480257706238,37.47811645802543,,,,999,1,,2004-1101-243,,,
03-0000045778,1,2,287,1,0,7,02-0000134392,2,1,2,,03-045778,88942,203964.36144,542107.84247,,127.0448199053859,37.478400821005515,,,,999,1,,2004-1101-243,,,
03-0000013209,1,3,280,3,0,2,02-0000036955,2,1,2,,03-013209,88943,203638.65133,542913.49039,,127.04114150339099,37.485661117820094,,,,11,1,,2004-1101-231,,,
03-0000013210,1,2,280,1,0,7,02-0000036955,2,1,2,,03-013210,88944,203638.91176,542912.01343,,127.04114444072229,37.48564780926565,,,,,1,,2004-1101-231,,,
03-0000045167,1,2,10,1,0,7,02-0000133497,2,1,2,,03-045167,88945,203642.57309,542933.84736,,127.04118594662688,37.485844520313535,,,,999,1,,2004-1101-231,,,
03-0000045170,1,2,281,1,0,7,02-0000133506,2,1,2,,03-045170,88946,203688.81845,542926.8109,,127.04170879957651,37.48578093780858,,,,999,1,,2004-1101-231,,,
03-0000045169,1,2,191,1,0,7,02-0000133499,2,1,2,,03-045169,88947,203678.42188,542877.78125,,127.04159100258278,37.48533921813264,,,,999,1,,2004-1101-231,,,
03-0000047049,1,3,12,2,1,3,02-0000137653,2,1,2,,03-047049,88948,203657.57813,542866.4375,,127.04135527119648,37.48523709274955,,,,9,1,3,2000-0000-000,,,
03-0000047050,1,2,6,1,0,7,02-0000137653,2,1,2,,03-047050,88949,203654.46875,542866.1875,,127.04132011302477,37.485234852529814,,,,999,1,,2000-0000-000,,,
03-0000060899,1,3,0,1,0,1,02-0000109205,2,1,2,,03-060899,88950,203642.64063,542989.21875,,127.04118698417801,37.48634342071127,,,,7,1,,2000-0000-000,,,
03-0000041618,1,2,110,1,0,7,02-0000123193,2,1,2,,03-041618,88952,203596.5625,543641.34375,,127.04066916871265,37.49221929658818,,,,999,1,,2002-0701-021,,,
03-0000034570,1,3,21,2,0,2,02-0000109173,2,1,2,,03-034570,88953,203576.875,543750.5,,127.04044707702805,37.49320287848432,,,,9,1,,2000-0000-000,,,
03-0000013119,1,2,21,1,0,7,02-0000037086,2,4,1,,03-013119,88955,203454.66016,544062.72782,,127.03906654493622,37.4960165372511,,,,999,1,,2000-0000-000,,0,
03-0000060900,1,3,0,2,0,3,02-0000037086,2,4,1,,03-060900,88956,203454.66016,544062.72782,,127.03906654493622,37.4960165372511,,,,9,1,3,2000-0000-000,,,
03-0000013119,1,2,24,1,0,7,02-0000037086,2,1,2,,03-013119,88957,203458.90056,544064.51707,,127.03911450530889,37.49603264264344,,,,,1,,2000-0000-000,,,
03-0000060900,1,3,24,2,0,3,02-0000037086,2,1,2,,03-060900,88958,203460.33919,544065.13153,,127.03913077674525,37.49603817358057,,,,9,1,,2000-0000-000,,,
03-0000034445,1,2,180,1,0,2,02-0000017649,2,2,1,,03-034445,88959,204212.52649,542140.00678,,127.04762576956783,37.478689526782404,,,,1,1,1,2004-0101-042,,,
03-0000034445,1,2,0,1,0,2,02-0000106341,2,4,1,,03-034445,88960,204209.8105,542137.20271,,127.04759504725102,37.47866427423021,,,,1,1,4,2004-0101-042,,,
03-0000034445,1,2,0,1,0,7,02-0000106341,2,1,2,,03-034445,88961,204209.8105,542137.20271,,127.04759504725102,37.47866427423021,,,,999,1,,2004-0101-042,,,
03-0000050474,1,3,277,2,0,2,02-0000109291,2,1,2,,03-050474,88962,204332.44968,542179.16576,,127.04898182096814,37.47904179845049,,,,7,1,,2000-0000-000,,,
03-0000061539,1,2,152,1,0,2,02-0000173625,2,1,2,,03-061539,88249,197610.01667,551120.86666,,126.97295025005025,37.55961386109935,,,,999,1,,2012-0101-006,,,
03-0000061540,1,3,316,1,0,2,02-0000173626,2,1,2,,03-061540,88250,193340.21101,552809.53961,,126.92460942832234,37.57480775966212,,,,7,1,,2012-0101-006,,,
03-0000027864,1,2,57,1,0,7,02-0000106605,1,4,1,,03-027864,91595,196621.68911,541948.52553,,126.9618065389929,37.476967688041654,,,,999,1,,2008-0201-006,,,
03-0000048794,1,3,12,1,0,7,02-0000115619,2,2,1,,03-048794,91596,207711.37669,554387.90479,,127.0873114166873,37.589020509765916,,,,999,1,,2006-0201-028,,,
03-0000027884,1,2,56,1,0,7,02-0000019278,2,4,1,,03-027884,91597,194781.70021,542679.09066,,126.9409993953578,37.483541588018845,,,,999,1,,2010-1101-025,,,
03-0000027894,1,2,117,1,0,12,02-0000096088,1,2,1,,03-027894,91598,196811.08661,553102.47135,,126.96389937236923,37.577465611592125,,,,999,1,,2000-0000-000,,,
03-0000027905,1,2,216,1,0,12,02-0000014156,1,2,1,,03-027905,91599,194750.34523,554600.13018,,126.94055968594411,37.590949969802416,,,,999,2,,2000-0000-000,,,
03-0000027915,1,2,274,1,0,10,02-0000019632,1,2,1,,03-027915,91600,193537.68614,543659.09363,,126.9269253834781,37.49236362464746,,,,999,1,,2000-0000-000,,,
03-0000022958,1,3,229,3,1,3,02-0000076529,1,4,1,,03-022958,91545,204291.98863,552294.83189,,127.04858344438705,37.570184345087526,,,,9,1,3,2002-0401-048,,,
03-0000022967,1,2,31,1,0,7,02-0000115101,1,4,1,,03-022967,91546,202660.7612,556628.90418,,127.03013440222395,37.609240156450475,,,,999,1,,2000-0000-000,,,
03-0000022976,1,3,105,2,0,1,02-0000077240,1,4,1,,03-022976,91547,200183.24845,556882.9549,,127.00207544070054,37.6115329551787,,,,7,1,1,2009-0201-003,,,
03-0000022984,1,3,75,2,0,1,02-0000102360,1,4,1,,03-022984,91548,202521.19988,556991.13362,,127.02855505102428,37.61250419706018,,,,7,1,,2009-0201-003,,,
03-0000027931,1,2,330,1,0,7,02-0000015524,1,4,1,,03-027931,91601,190091.76418,543073.72493,,126.88796748667349,37.487058889988006,,,,999,1,,2000-0000-000,,,
03-0000042583,1,3,20,1,0,7,02-0000126733,1,4,1,,03-042583,91603,202534.50282,544024.32432,,127.02866094254215,37.49567350187342,,,,999,1,,2008-0201-006,,,
03-0000027951,1,2,110,1,0,7,02-0000016363,1,4,1,,03-027951,91604,186382.69104,548237.18752,,126.84593349023042,37.53353454311969,,,,999,1,,2000-0000-000,,,
03-0000046355,1,2,249,1,0,7,02-0000135338,2,1,2,,03-046355,91605,192153.85938,539018.90625,,126.91132675170509,37.45054438459316,,,,999,1,,2005-0101-013,,,
03-0000027972,1,2,165,1,0,7,02-0000046101,2,4,1,,03-027972,91606,211475.5216,543734.08363,,127.12976408145066,37.49299062389452,,,,999,1,,2004-0101-069,,,
03-0000027983,1,2,223,1,0,7,02-0000003298,1,4,1,,03-027983,91607,193310.11252,553866.64472,,126.92425905823345,37.58433198636797,,,,999,1,,2008-0201-005,,,
03-0000026721,1,2,83,1,0,10,02-0000090766,1,2,1,,03-026721,92558,205790.10225,562434.65854,,127.06562166693081,37.66153475043441,,,,999,1,,2000-0000-000,,,
03-0000026730,1,3,228,2,0,2,02-0000090807,1,4,1,,03-026730,92559,205653.11086,562274.16514,,127.06406784402284,37.66008958896911,,,,7,1,2,2008-0101-479,,,
03-0000026739,1,3,47,3,1,2,02-0000091248,1,4,1,,03-026739,92560,206121.94249,562541.82196,,127.06938344827874,37.66249811996033,,,,7,1,2,2008-0101-017,,,
03-0000047796,1,3,192,1,0,7,02-0000140948,2,1,2,,03-047796,92562,198720.77175,544138.5802,,126.98553389172638,37.49670554597743,,,,,1,,2006-1101-004,,,
03-0000026767,1,3,42,2,0,2,02-0000090708,1,4,1,,03-026767,92563,205344.10505,563239.60649,,127.06057288885454,37.668789876938305,,,,7,1,,2009-0201-003,,,
03-0000047806,1,3,188,4,2,1,02-0000141058,2,1,2,,03-047806,92564,209555.00117,555828.6182,,127.10820446400028,37.60198390571744,,,,6,1,1,2006-1101-006,,,
03-0000026785,1,2,205,1,0,7,02-0000083633,1,4,1,,03-026785,92565,206210.60463,558812.46736,,127.07035660551149,37.62889666802116,,,,999,1,,2009-0201-003,,,
03-0000026794,1,2,330,1,0,7,02-0000117151,2,1,2,,03-026794,92566,187338.05566,551538.29203,,126.85668553924121,37.563290965859224,,,,,1,,2004-0101-052,,,
03-0000026803,1,3,235,3,1,2,02-0000090881,1,2,1,,03-026803,92567,187216.98321,551658.38551,,126.85531308974038,37.56437132889477,,,,7,1,2,2008-0101-025,,,
03-0000026821,1,4,265,1,0,12,02-0000117177,1,4,1,,03-026821,92568,201220.76072,559849.94658,,127.01383107978961,37.638264372552314,,,,999,1,,2000-0000-000,,,
03-0000026830,1,3,202,3,1,2,02-0000091040,1,4,1,,03-026830,92569,201207.56073,559907.04658,,127.01368161975005,37.63877885237068,,,,6,1,2,2010-0101-094,,,
03-0000026840,1,2,180,1,0,7,02-0000103493,1,4,1,,03-026840,92570,200977.39284,560388.19352,,127.01107446935447,37.6431141855165,,,,999,1,,2008-0101-018,,,
03-0000026850,1,3,184,3,1,2,02-0000091683,1,2,1,,03-026850,92571,200961.62933,560552.84842,,127.01089607566631,37.64459771661319,,,,6,1,2,2008-0101-018,,,
03-0000026860,1,2,280,1,0,7,02-0000091733,2,2,1,,03-026860,92572,201053.75508,560905.63076,,127.01194044731537,37.647776127100315,,,,999,1,,2006-0101-047,,,
03-0000026868,1,2,275,1,0,7,02-0000091847,1,4,1,,03-026868,92573,204984.27832,563444.53512,,127.05649582554929,37.670638266282275,,,,999,1,,2007-0201-457,,,
03-0000026877,1,2,101,1,0,10,02-0000117321,1,2,1,,03-026877,92574,205240.3767,562053.19913,,127.05938866116036,37.65810117435641,,,,999,1,,2002-0101-064,,,
03-0000026887,1,2,281,1,0,10,02-0000117404,1,2,1,,03-026887,92575,191453.52265,537189.79317,,126.90343307959927,37.43405762244747,,,,999,1,,2000-0000-000,,,
03-0000042817,1,3,167,1,0,2,02-0000127184,2,1,2,,03-042817,88112,203907.79688,563715.0625,,127.04429557033805,37.673080875982755,,,,3,1,,2004-1101-104,,,
03-0000042818,1,2,167,1,0,7,02-0000127184,2,1,2,,03-042818,88113,203905.84717,563716.58554,,127.04427347818854,37.673094606556795,,,,999,1,,2004-1101-104,,,
03-0000042819,1,2,350,1,0,7,02-0000127184,2,1,2,,03-042819,88114,203908.95313,563715.28125,,127.04430867780508,37.673082841952244,,,,999,1,,2004-1101-104,,,
03-0000061357,1,3,190,1,1,2,02-0000016196,2,1,2,,03-061357,88115,197758.57196,542639.58932,,126.97465745284713,37.48319769110839,,,,2,1,2,2011-1101-089,,,
03-0000061358,1,2,90,1,0,7,02-0000016196,2,1,2,,03-061358,88116,197760.64813,542638.74592,,126.97468092947817,37.48319009703448,,,,999,1,,2011-1101-089,,,
03-0000061359,1,3,24,1,0,2,02-0000172591,2,1,2,,03-061359,88117,197985.69193,542725.95602,,126.97722513227701,37.48397638536488,,,,11,1,,2011-1101-089,,진우산전,
03-0000061360,1,2,22,1,0,7,02-0000172591,2,1,2,,03-061360,88118,197985.69193,542725.95602,,126.97722513227701,37.48397638536488,,,,,1,,2011-1101-089,,,
03-0000061361,1,3,291,2,0,2,02-0000173517,2,1,2,,03-061361,88119,197986.57813,542713.8125,,126.97723518533515,37.48386697314693,,,,9,1,,2011-1101-089,,,
03-0000061362,1,2,289,1,0,7,02-0000173517,2,1,2,,03-061362,88120,197983.15625,542718.9375,,126.97719648171498,37.48391314237254,,,,999,1,,2011-1101-089,,,
03-0000061363,1,2,111,1,0,7,02-0000016185,2,1,2,,03-061363,88121,197991.4375,542691.96875,,126.97729018751453,37.4836701696681,,,,999,1,,2011-1101-089,,,
03-0000061366,1,3,28,1,0,2,02-0000096580,2,1,2,,03-061366,88123,198007.45303,542703.43833,,126.97747123606659,37.483773546230616,,,,7,1,,2011-1101-089,,,
03-0000005446,1,2,357,1,0,2,02-0000016199,2,2,1,,03-005446,88124,197734.52716,542663.03237,,126.97438551993794,37.48340885637739,,,,1,1,1,2008-0401-867,,,
03-0000005442,1,2,177,1,0,2,02-0000106124,2,2,1,,03-005442,88125,197762.22716,542657.75201,,126.97469872491972,37.4833613473634,,,,1,1,1,2008-0401-867,,,
03-0000044917,1,3,177,3,0,2,02-0000171731,2,1,2,,03-044917,88126,211222.69073,541147.66531,,127.12686569483789,37.469689925587694,,,,11,1,,2004-1101-209,,,
03-0000062030,1,2,9,1,0,7,02-0000174424,2,1,2,,03-062030,88128,200109.79688,553950.6875,,127.00124310112598,37.585113499032495,,,,999,1,,2012-1101-036,,,
03-0000062031,1,2,187,1,0,7,02-0000174425,2,1,2,,03-062031,88129,200136.57813,553961.625,,127.00154631580597,37.58521204157002,,,,,1,,2012-1101-036,,,
03-0000062032,1,2,188,1,0,10,02-0000174425,2,1,2,,03-062032,88130,200136.64063,553962.15625,,127.00154702352005,37.585216828086544,,,,0,1,,2012-1101-036,,,
03-0000062033,1,3,187,2,0,2,02-0000174425,2,1,2,,03-062033,88131,200127.66483,553961.08513,,127.00144540075085,37.58520717865746,,,,9,1,,2000-0000-000,,,
03-0000062034,1,2,34,1,0,7,02-0000174426,2,1,2,,03-062034,88132,200079.292,554030.07624,,127.00089773878494,37.585828789195375,,,,,1,,2012-1101-036,,,
03-0000022851,1,2,186,1,0,10,02-0000076320,1,2,1,,03-022851,91651,203672.10619,554629.53323,,127.0415783429419,37.5912225324858,,,,999,1,1,2008-0201-852,,한국노인회관 지원제단,
03-0000022639,1,3,273,2,0,2,02-0000114999,2,1,2,,03-022639,91652,203672.11498,554651.29524,,127.04157855154891,37.59141860640213,,,,9,1,,2008-0201-852,,한국노인회관 지원제단,
03-0000022640,1,2,272,1,0,7,02-0000114999,2,1,2,,03-022640,91653,203672.24003,554652.92084,,127.04157997561074,37.591433252427734,,,,999,1,,2008-0201-852,,한국노인회관 지원제단,
03-0000036419,1,2,3,1,0,10,02-0000114999,1,2,1,,03-036419,91654,203671.20619,554649.09767,,127.04156825050934,37.59139881009864,,,,999,1,1,2008-0201-852,,한국노인회관 지원제단,
03-0000022868,1,3,87,2,0,2,02-0000076040,2,1,2,,03-022868,91655,204134.60676,554665.92962,,127.0468153254943,37.591548500127345,,,,7,1,,2008-0201-852,,한국노인회관 지원제단,
03-0000049448,1,3,268,1,0,7,02-0000149564,2,2,1,,03-049448,91656,204126.23144,554684.27275,,127.04672059676487,37.59171380780095,,,,999,1,,2008-0201-852,,한국노인회관 지원제단,
03-0000022531,1,2,86,1,0,7,02-0000076037,2,1,2,,03-022531,91657,204119.48354,554667.44223,,127.04664409685631,37.591562196412845,,,,999,1,,2008-0201-852,,한국노인회관 지원제단,
03-0000022524,1,3,265,2,0,2,02-0000076019,2,1,2,,03-022524,91659,204069.46782,554689.44515,,127.04607790114969,37.591760663357526,,,,6,1,,2008-0201-852,,한국노인회관 지원제단,
03-0000030432,1,3,343,2,0,1,02-0000056135,2,1,1,,03-030432,91660,204489.67586,549798.35863,,127.05080590220682,37.54769025990063,,,,6,1,21,2012-1101-083,,한국노인회관 지원제단,
03-0000037472,1,3,43,2,0,3,02-0000078211,2,1,2,,03-037472,88159,203289.83965,555998.62376,,127.0372561849847,37.60355936075929,,,,7,1,,2012-0101-091,,,
03-0000023293,1,2,219,1,0,7,02-0000078209,2,1,2,,03-023293,88160,203309.59579,556007.46507,,127.03747995569115,37.603638949247376,,,,999,1,,2012-0101-091,,,
03-0000036545,1,2,127,1,0,7,02-0000078200,2,1,2,,03-036545,88161,203306.53912,556019.22414,,127.03744539313969,37.60374490828826,,,,999,1,,2012-0101-091,,,
03-0000062053,1,2,129,1,0,7,02-0000174435,2,1,2,,03-062053,88162,203291.07736,556032.66364,,127.03727035458867,37.60386605227195,,,,999,1,,2012-0101-091,,관급자재,
03-0000062054,1,2,307,1,0,7,02-0000174436,2,1,2,,03-062054,88163,203295.13327,556024.92796,,127.03731625159386,37.60379634005082,,,,999,1,,2012-0101-091,,,
03-0000022816,1,2,354,1,0,10,02-0000033029,2,2,1,,03-022816,88164,204641.36658,556566.95933,,127.05256531257231,37.60867418061418,,,,999,1,1,2012-0101-091,,,
03-0000062055,1,2,0,1,0,10,02-0000033029,2,2,1,,03-062055,88165,204641.36658,556566.95933,,127.05256531257231,37.60867418061418,,,,999,1,,2000-0000-000,,,
03-0000062055,1,2,0,1,0,10,02-0000033029,2,2,1,,03-062055,88166,204641.36658,556566.95933,,127.05256531257231,37.60867418061418,,,,999,1,,2000-0000-000,,,
03-0000062056,1,2,0,1,0,10,02-0000174437,2,1,2,,03-062056,88167,204627.54293,556565.26917,,127.0524087436426,37.60865902208544,,,,0,1,,2000-0000-000,,,
03-0000022815,1,2,184,1,0,10,02-0000076693,2,1,2,,03-022815,88168,204657.20313,556539.59375,,127.05274449358376,37.608427539688094,,,,0,1,,2012-0101-091,,,
03-0000022814,1,3,301,1,0,2,02-0000076692,2,1,2,,03-022814,88169,204635.73043,556564.61292,,127.05250146610838,37.60865306812939,,,,7,1,,2012-0101-091,,,
03-0000062057,1,2,301,1,0,7,02-0000076692,2,1,2,,03-062057,88170,204633.16793,556568.80042,,127.05247247130703,37.60869080995603,,,,999,1,,2012-0101-091,,,
03-0000031284,1,3,126,1,0,2,02-0000108623,2,1,2,,03-031284,88171,204647.67188,556541.1875,,127.05263655892473,37.60844194739705,,,,9,1,,2012-0101-091,,,
03-0000062058,1,2,125,1,0,7,02-0000108623,2,1,2,,03-062058,88172,204651.875,556535.875,,127.0526841269933,37.608394061107326,,,,999,1,,2012-0101-091,,,
03-0000062059,1,3,201,1,0,2,02-0000163287,2,1,2,,03-062059,88173,203611.64685,555657.91072,,127.04089884797158,37.6004883626628,,,,5,1,,2012-0101-091,,,
03-0000062060,1,2,255,1,0,10,02-0000163287,2,1,2,,03-062060,88174,203611.64685,555657.91072,,127.04089884797158,37.6004883626628,,,,999,1,,2012-0101-091,,,
03-0000049873,1,2,55,1,0,7,02-0000150925,2,1,2,,03-049873,88175,202000.42027,555285.06561,,127.02265205216129,37.59713397437417,,,,999,1,,2007-0501-477,,진우산전,
03-0000062061,1,2,360,1,0,10,02-0000150925,2,1,2,,03-062061,88176,202003.44557,555284.2266,,127.02268630729175,37.5971264083882,,,,999,1,,2000-0000-000,,관급자재,
03-0000008489,1,3,119,2,0,2,02-0000000412,2,1,2,,03-008489,88179,198107.32797,556835.25539,,126.97856404332606,37.61110125921694,,,,7,1,,2009-0201-003,,,
03-0000062062,1,2,119,1,0,7,02-0000000412,2,1,2,,03-062062,88180,198111.62964,556835.43149,,126.97861276256765,37.611102854698146,,,,999,1,,2012-0101-091,,관급자재,
03-0000008479,1,3,298,1,0,2,02-0000000411,2,1,2,,03-008479,88181,198074.49161,556838.39999,,126.97819213821468,37.61112952358114,,,,5,1,,2009-0201-003,,,
03-0000062063,1,3,300,1,0,2,02-0000174438,2,1,2,,03-062063,88182,198106.81368,556857.27983,,126.97855816162811,37.611299695951615,,,,7,1,,2012-0101-091,,,
03-0000062064,1,2,299,1,0,7,02-0000174438,2,1,2,,03-062064,88183,198105.06494,556855.8245,,126.97853835952832,37.61128657998765,,,,999,1,,2012-0101-091,,관급자재,
03-0000006590,1,3,296,2,0,1,02-0000000413,2,1,2,,03-006590,88184,198189.3449,556900.05045,,126.97949278735864,37.61168522066876,,,,7,1,,2009-0101-119,,,
03-0000033899,1,3,1,1,0,3,02-0000012357,2,1,2,,03-033899,88185,198488.2344,552712.7188,,126.98288660700848,37.57395824195405,,,,9,1,,2012-0101-091,,,
03-0000061221,1,2,137,1,0,7,02-0000059296,2,1,2,,03-061221,89050,188449.21875,546487.625,,126.86934166146493,37.517799175118206,,,,999,1,,2012-0101-050,,,
03-0000018660,1,2,135,1,0,7,02-0000059297,2,2,1,,03-018660,89051,188447.3852,546469.87799,,126.86932119988754,37.51763925142369,,,,999,1,,2008-0101-025,,,
03-0000011040,1,2,148,1,0,7,02-0000068278,2,1,2,,03-011040,89052,188502.14113,546541.56826,,126.86993945568143,37.51828586515515,,,,999,1,,2008-0101-025,,,
03-0000034925,1,2,334,1,0,7,02-0000101635,2,1,2,,03-034925,89053,188493.65625,546568.53125,,126.86984305537429,37.518528696233105,,,,999,1,,2008-0101-025,,,
03-0000021440,1,2,335,1,0,7,02-0000071957,2,1,2,,03-021440,89054,205087.25465,554793.64626,,127.05760284941864,37.592694445146854,,,,999,1,,2012-0101-022,,,
03-0000021441,1,3,331,2,0,2,02-0000071957,2,1,2,,03-021441,89055,205085.37897,554789.33217,,127.05758158120534,37.59265558592588,,,,6,1,,2012-0101-022,,,
03-0000031059,1,3,152,2,0,2,02-0000101928,2,1,2,,03-031059,89056,205107.50914,554789.96033,,127.05783216466567,37.592661123084085,,,,6,1,,2012-0101-022,,,
03-0000036186,1,2,156,1,0,7,02-0000101928,2,1,2,,03-036186,89057,205108.88465,554788.70987,,127.05784773079394,37.59264984891366,,,,999,1,,2012-0101-022,,,
03-0000061295,1,2,63,1,0,7,02-0000173485,2,1,1,,03-061295,89058,205132.67293,554840.92982,,127.05811745045386,37.593120213881676,,,,999,1,,2012-0101-022,,,
03-0000061297,1,2,153,1,0,7,02-0000173486,2,1,1,,03-061297,89060,205157.73532,554885.5594,,127.05840154694778,37.5935221824787,,,,999,1,,2000-0000-000,,0,
03-0000061298,1,3,348,2,0,2,02-0000173487,2,1,1,,03-061298,89061,205944.03002,552863.54006,,127.06728843416012,37.57529919692546,,,,7,1,,2012-0101-022,,샤이니테크,
03-0000061299,1,3,166,2,0,2,02-0000173488,2,1,2,,03-061299,89062,205959.95417,552866.48843,,127.06746872478703,37.57532565867301,,,,7,1,,2012-0101-022,,샤이니테크,
03-0000061300,1,3,76,2,0,2,02-0000173488,2,1,2,,03-061300,89063,205963.75693,552868.09125,,127.06751178634417,37.57534007537363,,,,6,1,,2012-0101-022,,샤이니테크,
